DSC,Jaccard,Kappa,Hausdorff,Volume_T1mc,Volume_T1xFLAIR
0.9628714655283109,0.9291544689137466,0.9622346121584783,3.6141835319864266,3787,3746
0.9679970116793974,0.9420690661804824,0.9674084934769206,2.1858398087997735,4396,4470
0.9454394434543083,0.8944977311794834,0.9419631376716489,2.8354097770549447,3576,3259
0.9788086198810118,0.9566346768276196,0.9765140497915906,2.251603968417628,2841,2901
0.9617212488470791,0.927930541026475,0.9604056065858527,3.5699141570159503,3678,3689
0.9315748741996197,0.8708086929347832,0.9326741576108235,3.0061981939446754,2581,2437
0.9412608264271762,0.8855963829935298,0.9373159723001131,2.8307740993927855,1967,2098
0.9632975171872157,0.9311238477673165,0.9645174678473781,3.5594667303574283,3673,3782
0.9436812870413909,0.8945959518708174,0.943171099533358,2.8428531056993465,3542,3333
0.9772655868533331,0.958157796464636,0.9758991771653668,2.2586788011139554,2741,2825
0.9674852953411656,0.931276364478473,0.9694815403140796,2.279736587229685,4512,4438
0.9436871802278406,0.8969242322849195,0.9424665257745521,2.870916407532072,3483,3255
0.9448009240207953,0.8949294875231301,0.9447620389406606,2.7728795166849403,3532,3305
0.9357644490065781,0.8838037374304448,0.9408207579016165,2.79061403333335,2133,2003
0.9551932752120582,0.9194652388592602,0.9553599787652753,2.256834191677181,4813,4904
0.9755268119587592,0.9485154136650398,0.9766967541809648,2.2567838192630196,2732,2785
0.8642958264115898,0.7629007460937557,0.8662661215270491,2.2568346924149996,2634,2442
0.9449146840112786,0.895662572864142,0.9456346483210352,2.9837692001277993,3555,3284
0.9564788773087864,0.9232278592876139,0.9559432251084535,2.259086274248955,4693,4875
0.8636671488347022,0.7620902091823768,0.8637785472349326,2.2818539669219913,2599,2456
0.9787183153025353,0.9517159809958713,0.977227702138589,2.2745333141624196,2813,2751
0.9339107837349502,0.8752790644809142,0.9347095571129073,2.262332062891858,3722,3837
0.9320496254888678,0.8750446864069226,0.9323229819216428,2.98728834882856,2587,2513
0.955665672905582,0.9201085425654684,0.9584356153065426,2.2666696049810113,4723,4828
0.9197873156305155,0.8515188266062584,0.9195595971764017,4.6592554588720905,1743,1717
0.9344406700212606,0.8780343203563072,0.9346076656386875,2.2265194548609277,3785,3836
0.9301319536440508,0.8728233669937483,0.932390005483122,2.9804301490988303,2662,2425
0.9393667721105264,0.8872447446580294,0.9376387724930606,2.8317282888068585,2066,1965
0.9611444856075478,0.9250431863253902,0.9650146241701122,3.6988782738336003,3830,3704
0.9677555491646455,0.9374981602878343,0.9689468514242224,2.1607798732006374,4334,4428
0.919697101071285,0.851892479291468,0.9187548055395887,4.718085760310912,1729,1757
0.9416905682484689,0.8806427137565647,0.9397966811583953,2.7634024452326726,2156,2114
0.9763904811447393,0.9547144248291625,0.9748719034606622,2.2170396918151347,2817,2837
0.9371109174998778,0.8853240119332361,0.9400021468616803,2.87233359633168,2096,2030
0.9633842478864596,0.9269627703728014,0.9639014708035957,3.608143044860865,3714,3740
0.9744903967304908,0.9532738342381989,0.9751143101404873,2.192613324368284,2779,2741
0.9209727513612359,0.8491148612882462,0.9221464349716124,4.661574725094138,1708,1740
0.9590056840240301,0.9258070599388226,0.9627275018785869,3.6329526464134716,3766,3726
0.8637995305911046,0.76256675028045,0.867151031411692,2.206619605965044,2594,2502
0.9685244218712353,0.9362098306611302,0.9711866986696142,2.2447955845550442,4397,4396
0.9218062241379711,0.8525190404263199,0.9202437482147331,4.692253215718497,1782,1768
0.8661594827567556,0.7645938242374568,0.8646706082773443,2.20979546134807,2591,2564
0.9317613480062198,0.8776798521439594,0.9305285238518609,3.0864437932271613,2624,2494
0.920170180632253,0.8534307326765536,0.9193458603834352,4.7159753652072,1768,1762
0.9296164995708419,0.8732589660844,0.9318073231958558,2.9183462815620165,2543,2536
0.975278854136411,0.9537085331453082,0.9769431255873303,2.243585812648799,2775,2772
0.8651648496304323,0.7582885879514273,0.8662925786040216,2.20938475725827,2613,2497
0.9698782739768015,0.9383156189427683,0.9695030516861879,2.270438076654872,4461,4440
0.9626305279995836,0.9271123832755882,0.9620982193045243,3.5735968512873435,3723,3746
0.9416455132933379,0.9013796032661916,0.9466919727910046,2.8238009531630937,3560,3261
0.9392855435187004,0.8840932260954899,0.9383466259346904,2.8487882041903236,2190,2039
0.9336600729172139,0.8774596120241916,0.9385238336048809,2.2709752138231654,3723,3850
0.9671492888739538,0.9382933659854915,0.969185850347584,2.1876720445370577,4458,4514
0.8668524258634905,0.7603246951412924,0.8645078151488893,2.2225808927342703,2566,2535
0.9460426864109593,0.8977953615929755,0.9427183335703971,2.809277336989772,3543,3412
0.9696802275657924,0.940428691549944,0.9689604506446784,2.2097257527323357,4485,4399
0.8645690541141607,0.7656442737064064,0.8655052988630199,2.307251065742963,2617,2530
0.9574212686173895,0.9167476496682233,0.959014170526975,2.252396833955234,4782,4863
0.958429229608232,0.9230240031367938,0.9586351914785937,2.185229155547915,4807,4967
0.9334786344014162,0.8687545667232071,0.9318140489025738,3.0370081798109068,2585,2458
0.9674604981785505,0.9399805974783777,0.9668680847609549,2.3216332832387225,4465,4396
0.9576157131307594,0.9251620879962705,0.9555057948827631,2.277696961176037,4727,4823
0.8641486729423613,0.7608082558940186,0.865154197806366,2.1748070034723286,2592,2375
0.9300607987514029,0.8710226531421318,0.9332767239106646,2.980475689512235,2578,2473
